surah,ayah,mushaf_page,audio_file,start_ms,end_ms
11,18,223,khatma/223.mp3,109580,144320
11,19,223,khatma/223.mp3,144320,
11,20,224,khatma/224.mp3,1160,25920
11,21,224,khatma/224.mp3,25920,37020
11,22,224,khatma/224.mp3,37020,43700
11,23,224,khatma/224.mp3,43700,62100
11,24,224,khatma/224.mp3,62100,77840
11,25,224,khatma/224.mp3,77840,88000
11,26,224,khatma/224.mp3,88000,102000
11,27,224,khatma/224.mp3,102000,127560
11,28,224,khatma/224.mp3,127560,
11,29,225,khatma/225.mp3,1240,29860
11,30,225,khatma/225.mp3,29860,39160
11,31,225,khatma/225.mp3,39160,73100
11,32,225,khatma/225.mp3,73100,89680
11,33,225,khatma/225.mp3,89680,106040
11,34,225,khatma/225.mp3,106040,124680
11,35,225,khatma/225.mp3,124680,141020
11,36,225,khatma/225.mp3,141020,160020
11,37,225,khatma/225.mp3,160020,
11,38,226,khatma/226.mp3,0,21140
11,39,226,khatma/226.mp3,21140,34220
11,40,226,khatma/226.mp3,34220,65000
11,41,226,khatma/226.mp3,65000,92680
11,42,226,khatma/226.mp3,92680,130960
11,43,226,khatma/226.mp3,130960,161900
11,44,226,khatma/226.mp3,161900,188140
11,45,226,khatma/226.mp3,188140,
11,46,227,khatma/227.mp3,460,23580
11,47,227,khatma/227.mp3,23580,47940
11,48,227,khatma/227.mp3,47940,68480
11,49,227,khatma/227.mp3,68480,93180
11,50,227,khatma/227.mp3,93180,109040
11,51,227,khatma/227.mp3,109040,123260
11,52,227,khatma/227.mp3,123260,142260
11,53,227,khatma/227.mp3,142260,
11,54,228,khatma/228.mp3,0,20460
11,55,228,khatma/228.mp3,20460,30360
11,56,228,khatma/228.mp3,30360,53360
11,57,228,khatma/228.mp3,53360,76520
11,58,228,khatma/228.mp3,76520,100080
11,59,228,khatma/228.mp3,100080,118140
11,60,228,khatma/228.mp3,118140,145680
11,61,228,khatma/228.mp3,145680,177900
11,62,228,khatma/228.mp3,177900,
11,72,230,khatma/230.mp3,280,23980
11,73,230,khatma/230.mp3,23980,45740
11,74,230,khatma/230.mp3,45740,63900
11,75,230,khatma/230.mp3,63900,76600
11,76,230,khatma/230.mp3,76600,91100
11,77,230,khatma/230.mp3,91100,105560
11,78,230,khatma/230.mp3,105560,137940
11,79,230,khatma/230.mp3,137940,150400
11,80,230,khatma/230.mp3,150400,162420
11,81,230,khatma/230.mp3,162420,
11,82,231,khatma/231.mp3,0,28700
11,83,231,khatma/231.mp3,28700,39080
11,84,231,khatma/231.mp3,39080,66720
11,85,231,khatma/231.mp3,66720,80040
11,86,231,khatma/231.mp3,80040,92460
11,87,231,khatma/231.mp3,92460,117660
11,88,231,khatma/231.mp3,117660,
11,89,232,khatma/232.mp3,1140,33460
11,90,232,khatma/232.mp3,33460,60820
11,91,232,khatma/232.mp3,60820,83400
11,92,232,khatma/232.mp3,83400,105420
11,93,232,khatma/232.mp3,105420,130420
11,94,232,khatma/232.mp3,130420,169820
11,95,232,khatma/232.mp3,169820,187060
11,96,232,khatma/232.mp3,187060,195220
11,97,232,khatma/232.mp3,195220,
11,98,233,khatma/233.mp3,140,11480
11,99,233,khatma/233.mp3,11480,22460
11,100,233,khatma/233.mp3,22460,38060
11,101,233,khatma/233.mp3,38060,66080
11,102,233,khatma/233.mp3,66080,88600
11,103,233,khatma/233.mp3,88600,108480
11,104,233,khatma/233.mp3,108480,115980
11,105,233,khatma/233.mp3,115980,127140
11,106,233,khatma/233.mp3,127140,140800
11,107,233,khatma/233.mp3,140800,163700
11,108,233,khatma/233.mp3,163700,
11,109,234,khatma/234.mp3,0,25500
11,110,234,khatma/234.mp3,25500,43540
11,111,234,khatma/234.mp3,43540,58480
11,112,234,khatma/234.mp3,58480,71440
11,113,234,khatma/234.mp3,71440,93140
11,114,234,khatma/234.mp3,93140,153460
11,115,234,khatma/234.mp3,153460,160820
11,116,234,khatma/234.mp3,160820,190420
11,117,234,khatma/234.mp3,190420,
11,118,235,khatma/235.mp3,0,13840
11,119,235,khatma/235.mp3,13840,34440
11,120,235,khatma/235.mp3,34440,57360
11,121,235,khatma/235.mp3,57360,73140
11,122,235,khatma/235.mp3,73140,78120
11,123,235,khatma/235.mp3,78120,113880
12,1,235,khatma/235.mp3,113880,118560
12,2,235,khatma/235.mp3,118560,127380
12,3,235,khatma/235.mp3,127380,152540
12,4,235,khatma/235.mp3,152540,
12,5,236,khatma/236.mp3,0,15880
12,6,236,khatma/236.mp3,15880,48300
12,7,236,khatma/236.mp3,48300,58600
12,8,236,khatma/236.mp3,58600,74000
12,9,236,khatma/236.mp3,74000,88500
12,10,236,khatma/236.mp3,88500,107580
12,11,236,khatma/236.mp3,107580,119260
12,12,236,khatma/236.mp3,119260,129220
12,13,236,khatma/236.mp3,129220,145560
12,14,236,khatma/236.mp3,145560,
12,15,237,khatma/237.mp3,580,33880
12,16,237,khatma/237.mp3,33880,40600
12,17,237,khatma/237.mp3,40600,65460
12,18,237,khatma/237.mp3,65460,107520
12,19,237,khatma/237.mp3,107520,130380
12,20,237,khatma/237.mp3,130380,141960
12,21,237,khatma/237.mp3,141960,187540
12,22,237,khatma/237.mp3,187540,
12,23,238,khatma/238.mp3,0,38000
12,24,238,khatma/238.mp3,38000,60460
12,25,238,khatma/238.mp3,60460,85380
12,26,238,khatma/238.mp3,85380,108960
12,27,238,khatma/238.mp3,108960,129260
12,28,238,khatma/238.mp3,129260,147040
12,29,238,khatma/238.mp3,147040,160220
12,30,238,khatma/238.mp3,160220,
12,31,239,khatma/239.mp3,320,68260
12,32,239,khatma/239.mp3,68260,95920
12,33,239,khatma/239.mp3,95920,129040
12,34,239,khatma/239.mp3,129040,142540
12,35,239,khatma/239.mp3,142540,157940
12,36,239,khatma/239.mp3,157940,190820
12,37,239,khatma/239.mp3,190820,
12,38,240,khatma/240.mp3,1420,47780
12,39,240,khatma/240.mp3,47780,61920
12,40,240,khatma/240.mp3,61920,109780
12,41,240,khatma/240.mp3,109780,131300
12,42,240,khatma/240.mp3,131300,152660
12,43,240,khatma/240.mp3,152660,
12,53,242,khatma/242.mp3,0,19800
12,54,242,khatma/242.mp3,19800,41580
12,55,242,khatma/242.mp3,41580,51320
12,56,242,khatma/242.mp3,51320,74160
12,57,242,khatma/242.mp3,74160,81640
12,58,242,khatma/242.mp3,81640,92480
12,59,242,khatma/242.mp3,92480,112220
12,60,242,khatma/242.mp3,112220,121200
12,61,242,khatma/242.mp3,121200,128940
12,62,242,khatma/242.mp3,128940,151140
12,63,242,khatma/242.mp3,151140,
12,64,243,khatma/243.mp3,780,24000
12,65,243,khatma/243.mp3,24000,55220
12,66,243,khatma/243.mp3,55220,83620
12,67,243,khatma/243.mp3,83620,115960
12,68,243,khatma/243.mp3,115960,156140
12,69,243,khatma/243.mp3,156140,
12,70,244,khatma/244.mp3,6180,24260
12,71,244,khatma/244.mp3,24260,31280
12,72,244,khatma/244.mp3,31280,43200
12,73,244,khatma/244.mp3,43200,54820
12,74,244,khatma/244.mp3,54820,64000
12,75,244,khatma/244.mp3,64000,75880
12,76,244,khatma/244.mp3,75880,114380
12,77,244,khatma/244.mp3,114380,143480
12,78,244,khatma/244.mp3,143480,
12,79,245,khatma/245.mp3,660,15480
12,80,245,khatma/245.mp3,15480,66280
12,81,245,khatma/245.mp3,66280,91080
12,82,245,khatma/245.mp3,91080,103800
12,83,245,khatma/245.mp3,103800,146880
12,84,245,khatma/245.mp3,146880,160680
12,85,245,khatma/245.mp3,160680,178820
12,86,245,khatma/245.mp3,178820,
12,87,246,khatma/246.mp3,2280,24260
12,88,246,khatma/246.mp3,24260,54600
12,89,246,khatma/246.mp3,54600,66720
12,90,246,khatma/246.mp3,66720,102360
12,91,246,khatma/246.mp3,102360,119160
12,92,246,khatma/246.mp3,119160,152220
12,93,246,khatma/246.mp3,152220,165620
12,94,246,khatma/246.mp3,165620,189380
12,95,246,khatma/246.mp3,189380,
12,96,247,khatma/247.mp3,0,20880
12,97,247,khatma/247.mp3,20880,32560
12,98,247,khatma/247.mp3,32560,43340
12,99,247,khatma/247.mp3,43340,67000
12,100,247,khatma/247.mp3,67000,121000
12,101,247,khatma/247.mp3,121000,156920
12,102,247,khatma/247.mp3,156920,173820
12,103,247,khatma/247.mp3,173820,
12,104,248,khatma/248.mp3,0,11040
12,105,248,khatma/248.mp3,11040,25080
12,106,248,khatma/248.mp3,25080,34320
12,107,248,khatma/248.mp3,34320,51780
12,108,248,khatma/248.mp3,51780,71560
12,109,248,khatma/248.mp3,71560,102700
12,110,248,khatma/248.mp3,102700,161060
12,111,248,khatma/248.mp3,161060,
13,6,250,khatma/250.mp3,0,25300
13,7,250,khatma/250.mp3,25300,46580
13,8,250,khatma/250.mp3,46580,63560
13,9,250,khatma/250.mp3,63560,71960
13,10,250,khatma/250.mp3,71960,93980
13,11,250,khatma/250.mp3,93980,131880
13,12,250,khatma/250.mp3,131880,143000
13,13,250,khatma/250.mp3,143000,
13,14,251,khatma/251.mp3,0,43760
13,15,251,khatma/251.mp3,43760,80540
13,16,251,khatma/251.mp3,80540,131700
13,17,251,khatma/251.mp3,131700,184420
13,18,251,khatma/251.mp3,184420,
13,19,252,khatma/252.mp3,1240,17120
13,20,252,khatma/252.mp3,17120,25920
13,21,252,khatma/252.mp3,25920,44900
13,22,252,khatma/252.mp3,44900,74840
13,23,252,khatma/252.mp3,74840,97800
13,24,252,khatma/252.mp3,97800,107140
13,25,252,khatma/252.mp3,107140,140260
13,26,252,khatma/252.mp3,140260,163260
13,27,252,khatma/252.mp3,163260,187860
13,28,252,khatma/252.mp3,187860,
13,29,253,khatma/253.mp3,360,9040
13,30,253,khatma/253.mp3,9040,62740
13,31,253,khatma/253.mp3,62740,114920
13,32,253,khatma/253.mp3,114920,134500
13,33,253,khatma/253.mp3,134500,176980
13,34,253,khatma/253.mp3,176980,
13,35,254,khatma/254.mp3,660,26440
13,36,254,khatma/254.mp3,26440,55800
13,37,254,khatma/254.mp3,55800,78220
13,38,254,khatma/254.mp3,78220,114220
13,39,254,khatma/254.mp3,114220,128140
13,40,254,khatma/254.mp3,128140,149420
13,41,254,khatma/254.mp3,149420,166640
13,42,254,khatma/254.mp3,166640,
13,43,255,khatma/255.mp3,1300,13720
14,1,255,khatma/255.mp3,13720,35260
14,2,255,khatma/255.mp3,35260,58260
14,3,255,khatma/255.mp3,58260,78220
14,4,255,khatma/255.mp3,78220,101660
14,5,255,khatma/255.mp3,101660,
14,6,256,khatma/256.mp3,0,41580
14,7,256,khatma/256.mp3,41580,56360
14,8,256,khatma/256.mp3,56360,82120
14,9,256,khatma/256.mp3,82120,128800
14,10,256,khatma/256.mp3,128800,
14,11,257,khatma/257.mp3,540,33460
14,12,257,khatma/257.mp3,33460,55760
14,13,257,khatma/257.mp3,55760,78780
14,14,257,khatma/257.mp3,78780,89920
14,15,257,khatma/257.mp3,89920,95640
14,16,257,khatma/257.mp3,95640,109000
14,17,257,khatma/257.mp3,109000,162860
14,18,257,khatma/257.mp3,162860,
14,19,258,khatma/258.mp3,840,14860
14,20,258,khatma/258.mp3,14860,22640
14,21,258,khatma/258.mp3,22640,77400
14,22,258,khatma/258.mp3,77400,131080
14,23,258,khatma/258.mp3,131080,152120
14,24,258,khatma/258.mp3,152120,
14,25,259,khatma/259.mp3,560,16520
14,26,259,khatma/259.mp3,16520,31240
14,27,259,khatma/259.mp3,31240,52120
14,28,259,khatma/259.mp3,52120,67880
14,29,259,khatma/259.mp3,67880,71160
14,30,259,khatma/259.mp3,71160,85660
14,31,259,khatma/259.mp3,85660,116400
14,32,259,khatma/259.mp3,116400,149270
14,33,259,khatma/259.mp3,149270,
14,34,260,khatma/260.mp3,2040,29000
14,35,260,khatma/260.mp3,29000,42360
14,36,260,khatma/260.mp3,42360,62040
14,37,260,khatma/260.mp3,62040,98840
14,38,260,khatma/260.mp3,98840,139780
14,39,260,khatma/260.mp3,139780,154700
14,40,260,khatma/260.mp3,154700,166440
14,41,260,khatma/260.mp3,166440,176260
14,42,260,khatma/260.mp3,176260,
15,1,262,khatma/262.mp3,13720,20820
15,2,262,khatma/262.mp3,20820,28540
15,3,262,khatma/262.mp3,28540,37720
15,4,262,khatma/262.mp3,37720,48180
15,5,262,khatma/262.mp3,48180,56920
15,6,262,khatma/262.mp3,56920,67240
15,7,262,khatma/262.mp3,67240,78000
15,8,262,khatma/262.mp3,78000,91440
15,9,262,khatma/262.mp3,91440,101040
15,10,262,khatma/262.mp3,101040,109700
15,11,262,khatma/262.mp3,109700,119360
15,12,262,khatma/262.mp3,119360,126560
15,13,262,khatma/262.mp3,126560,136020
15,14,262,khatma/262.mp3,136020,149480
15,15,262,khatma/262.mp3,149480,
15,16,263,khatma/263.mp3,0,12600
15,17,263,khatma/263.mp3,12600,19800
15,18,263,khatma/263.mp3,19800,28560
15,19,263,khatma/263.mp3,28560,42380
15,20,263,khatma/263.mp3,42380,52160
15,21,263,khatma/263.mp3,52160,69500
15,22,263,khatma/263.mp3,69500,97200
15,23,263,khatma/263.mp3,97200,103840
15,24,263,khatma/263.mp3,103840,115540
15,25,263,khatma/263.mp3,115540,125260
15,26,263,khatma/263.mp3,125260,140040
15,27,263,khatma/263.mp3,140040,147720
15,28,263,khatma/263.mp3,147720,164460
15,29,263,khatma/263.mp3,164460,175280
15,30,263,khatma/263.mp3,175280,183460
15,31,263,khatma/263.mp3,183460,
15,32,264,khatma/264.mp3,0,8100
15,33,264,khatma/264.mp3,8100,21140
15,34,264,khatma/264.mp3,21140,27760
15,35,264,khatma/264.mp3,27760,34740
15,36,264,khatma/264.mp3,34740,43500
15,37,264,khatma/264.mp3,43500,49920
15,38,264,khatma/264.mp3,49920,55140
15,39,264,khatma/264.mp3,55140,68900
15,40,264,khatma/264.mp3,68900,74800
15,41,264,khatma/264.mp3,74800,81640
15,42,264,khatma/264.mp3,81640,93680
15,43,264,khatma/264.mp3,93680,101780
15,44,264,khatma/264.mp3,101780,113200
15,45,264,khatma/264.mp3,113200,123680
15,46,264,khatma/264.mp3,123680,127400
15,47,264,khatma/264.mp3,127400,142440
15,48,264,khatma/264.mp3,142440,152500
15,49,264,khatma/264.mp3,152500,171500
15,50,264,khatma/264.mp3,171500,180580
15,51,264,khatma/264.mp3,180580,
15,52,265,khatma/265.mp3,0,11080
15,53,265,khatma/265.mp3,11080,19780
15,54,265,khatma/265.mp3,19780,31500
15,55,265,khatma/265.mp3,31500,40340
15,56,265,khatma/265.mp3,40340,53220
15,57,265,khatma/265.mp3,53220,59960
15,58,265,khatma/265.mp3,59960,69640
15,59,265,khatma/265.mp3,69640,79460
15,60,265,khatma/265.mp3,79460,89400
15,61,265,khatma/265.mp3,89400,97320
15,62,265,khatma/265.mp3,97320,103740
15,63,265,khatma/265.mp3,103740,111400
15,64,265,khatma/265.mp3,111400,118960
15,65,265,khatma/265.mp3,118960,140880
15,66,265,khatma/265.mp3,140880,154940
15,67,265,khatma/265.mp3,154940,163880
15,68,265,khatma/265.mp3,163880,173720
15,69,265,khatma/265.mp3,173720,186420
15,70,265,khatma/265.mp3,186420,
15,71,266,khatma/266.mp3,0,11460
15,72,266,khatma/266.mp3,11460,19720
15,73,266,khatma/266.mp3,19720,25700
15,74,266,khatma/266.mp3,25700,39620
15,75,266,khatma/266.mp3,39620,47380
15,76,266,khatma/266.mp3,47380,54420
15,77,266,khatma/266.mp3,54420,61380
15,78,266,khatma/266.mp3,61380,70340
15,79,266,khatma/266.mp3,70340,79080
15,80,266,khatma/266.mp3,79080,89760
15,81,266,khatma/266.mp3,89760,94760
15,82,266,khatma/266.mp3,94760,103080
15,83,266,khatma/266.mp3,103080,108200
15,84,266,khatma/266.mp3,108200,118200
15,85,266,khatma/266.mp3,118200,141560
15,86,266,khatma/266.mp3,141560,147640
15,87,266,khatma/266.mp3,147640,159000
15,88,266,khatma/266.mp3,159000,179180
15,89,266,khatma/266.mp3,179180,195360
15,90,266,khatma/266.mp3,195360,
15,91,267,khatma/267.mp3,260,6600
15,92,267,khatma/267.mp3,6600,13520
15,93,267,khatma/267.mp3,13520,20100
15,94,267,khatma/267.mp3,20100,26760
15,95,267,khatma/267.mp3,26760,33160
15,96,267,khatma/267.mp3,33160,44640
15,97,267,khatma/267.mp3,44640,65280
15,98,267,khatma/267.mp3,65280,83700
15,99,267,khatma/267.mp3,83700,99460
16,1,267,khatma/267.mp3,99460,112040
16,2,267,khatma/267.mp3,112040,138720
16,3,267,khatma/267.mp3,138720,149560
16,4,267,khatma/267.mp3,149560,160160
16,5,267,khatma/267.mp3,160160,172020
16,6,267,khatma/267.mp3,172020,
16,27,270,khatma/270.mp3,0,27020
16,28,270,khatma/270.mp3,27020,60640
16,29,270,khatma/270.mp3,60640,71420
16,30,270,khatma/270.mp3,71420,97020
16,31,270,khatma/270.mp3,97020,118000
16,32,270,khatma/270.mp3,118000,139500
16,33,270,khatma/270.mp3,139500,169620
16,34,270,khatma/270.mp3,169620,
16,35,271,khatma/271.mp3,0,32840
16,36,271,khatma/271.mp3,32840,65660
16,37,271,khatma/271.mp3,65660,80840
16,38,271,khatma/271.mp3,80840,106420
16,39,271,khatma/271.mp3,106420,120920
16,40,271,khatma/271.mp3,120920,136760
16,41,271,khatma/271.mp3,136760,157820
16,42,271,khatma/271.mp3,157820,
16,43,272,khatma/272.mp3,0,17180
16,44,272,khatma/272.mp3,17180,35340
16,45,272,khatma/272.mp3,35340,54060
16,46,272,khatma/272.mp3,54060,62440
16,47,272,khatma/272.mp3,62440,73400
16,48,272,khatma/272.mp3,73400,92160
16,49,272,khatma/272.mp3,92160,111120
16,50,272,khatma/272.mp3,111120,122660
16,51,272,khatma/272.mp3,122660,140120
16,52,272,khatma/272.mp3,140120,158100
16,53,272,khatma/272.mp3,158100,173700
16,54,272,khatma/272.mp3,173700,
16,55,273,khatma/273.mp3,1020,11660
16,56,273,khatma/273.mp3,11660,29040
16,57,273,khatma/273.mp3,29040,50960
16,58,273,khatma/273.mp3,50960,62120
16,59,273,khatma/273.mp3,62120,84420
16,60,273,khatma/273.mp3,84420,98920
16,61,273,khatma/273.mp3,98920,135280
16,62,273,khatma/273.mp3,135280,164300
16,63,273,khatma/273.mp3,164300,182020
16,64,273,khatma/273.mp3,182020,
16,65,274,khatma/274.mp3,0,16900
16,66,274,khatma/274.mp3,16900,38140
16,67,274,khatma/274.mp3,38140,56160
16,68,274,khatma/274.mp3,56160,69500
16,69,274,khatma/274.mp3,69500,99500
16,70,274,khatma/274.mp3,99500,124020
16,71,274,khatma/274.mp3,124020,151000
16,72,274,khatma/274.mp3,151000,
16,73,275,khatma/275.mp3,900,12840
16,74,275,khatma/275.mp3,12840,24220
16,75,275,khatma/275.mp3,24220,54620
16,76,275,khatma/275.mp3,54620,84820
16,77,275,khatma/275.mp3,84820,103520
16,78,275,khatma/275.mp3,103520,122860
16,79,275,khatma/275.mp3,122860,
16,80,276,khatma/276.mp3,0,31920
16,81,276,khatma/276.mp3,31920,62720
16,82,276,khatma/276.mp3,62720,70840
16,83,276,khatma/276.mp3,70840,81480
16,84,276,khatma/276.mp3,81480,96960
16,85,276,khatma/276.mp3,96960,108680
16,86,276,khatma/276.mp3,108680,138700
16,87,276,khatma/276.mp3,138700,
16,88,277,khatma/277.mp3,900,15280
16,89,277,khatma/277.mp3,15280,48900
16,90,277,khatma/277.mp3,48900,70160
16,91,277,khatma/277.mp3,70160,98940
16,92,277,khatma/277.mp3,98940,137500
16,93,277,khatma/277.mp3,137500,
16,94,278,khatma/278.mp3,0,27760
16,95,278,khatma/278.mp3,27760,45060
16,96,278,khatma/278.mp3,45060,63640
16,97,278,khatma/278.mp3,63640,87220
16,98,278,khatma/278.mp3,87220,110480
16,99,278,khatma/278.mp3,110480,122420
16,100,278,khatma/278.mp3,122420,134920
16,101,278,khatma/278.mp3,134920,157540
16,102,278,khatma/278.mp3,157540,
16,103,279,khatma/279.mp3,100,21200
16,104,279,khatma/279.mp3,21200,35040
16,105,279,khatma/279.mp3,35040,49360
16,106,279,khatma/279.mp3,49360,78560
16,107,279,khatma/279.mp3,78560,92740
16,108,279,khatma/279.mp3,92740,107580
16,109,279,khatma/279.mp3,107580,114480
16,110,279,khatma/279.mp3,114480,
16,111,280,khatma/280.mp3,0,15020
16,112,280,khatma/280.mp3,15020,50720
16,113,280,khatma/280.mp3,50720,65920
16,114,280,khatma/280.mp3,65920,83440
16,115,280,khatma/280.mp3,83440,109120
16,116,280,khatma/280.mp3,109120,132240
16,117,280,khatma/280.mp3,132240,144400
16,118,280,khatma/280.mp3,144400,
17,1,282,khatma/282.mp3,4300,27080
17,2,282,khatma/282.mp3,27080,39400
17,3,282,khatma/282.mp3,39400,49840
17,4,282,khatma/282.mp3,49840,71480
17,5,282,khatma/282.mp3,71480,99220
17,6,282,khatma/282.mp3,99220,115980
17,7,282,khatma/282.mp3,115980,
17,8,283,khatma/283.mp3,0,14000
17,9,283,khatma/283.mp3,14000,31120
17,10,283,khatma/283.mp3,31120,41320
17,11,283,khatma/283.mp3,41320,56640
17,12,283,khatma/283.mp3,56640,91100
17,13,283,khatma/283.mp3,91100,110120
17,14,283,khatma/283.mp3,110120,117480
17,15,283,khatma/283.mp3,117480,142320
17,16,283,khatma/283.mp3,142320,165180
17,17,283,khatma/283.mp3,165180,
17,18,284,khatma/284.mp3,0,22640
17,19,284,khatma/284.mp3,22640,37900
17,20,284,khatma/284.mp3,37900,54140
17,21,284,khatma/284.mp3,54140,67480
17,22,284,khatma/284.mp3,67480,77600
17,23,284,khatma/284.mp3,77600,113660
17,24,284,khatma/284.mp3,113660,125480
17,25,284,khatma/284.mp3,125480,140920
17,26,284,khatma/284.mp3,140920,158320
17,27,284,khatma/284.mp3,158320,
17,28,285,khatma/285.mp3,0,14040
17,29,285,khatma/285.mp3,14040,26720
17,30,285,khatma/285.mp3,26720,41940
17,31,285,khatma/285.mp3,41940,58400
17,32,285,khatma/285.mp3,58400,67880
17,33,285,khatma/285.mp3,67880,96100
17,34,285,khatma/285.mp3,96100,112500
17,35,285,khatma/285.mp3,112500,126780
17,36,285,khatma/285.mp3,126780,142500
17,37,285,khatma/285.mp3,142500,155320
17,38,285,khatma/285.mp3,155320,
17,39,286,khatma/286.mp3,0,22200
17,40,286,khatma/286.mp3,22200,35920
17,41,286,khatma/286.mp3,35920,48080
17,42,286,khatma/286.mp3,48080,69240
17,43,286,khatma/286.mp3,69240,79180
17,44,286,khatma/286.mp3,79180,103740
17,45,286,khatma/286.mp3,103740,117920
17,46,286,khatma/286.mp3,117920,141640
17,47,286,khatma/286.mp3,141640,161940
17,48,286,khatma/286.mp3,161940,171620
17,49,286,khatma/286.mp3,171620,
17,50,287,khatma/287.mp3,0,4220
17,51,287,khatma/287.mp3,4220,33820
17,52,287,khatma/287.mp3,33820,49260
17,53,287,khatma/287.mp3,49260,68900
17,54,287,khatma/287.mp3,68900,83540
17,55,287,khatma/287.mp3,83540,101780
17,56,287,khatma/287.mp3,101780,114680
17,57,287,khatma/287.mp3,114680,139260
17,58,287,khatma/287.mp3,139260,
17,59,288,khatma/288.mp3,0,27560
17,60,288,khatma/288.mp3,27560,57200
17,61,288,khatma/288.mp3,57200,71100
17,62,288,khatma/288.mp3,71100,87700
17,63,288,khatma/288.mp3,87700,102140
17,64,288,khatma/288.mp3,102140,125860
17,65,288,khatma/288.mp3,125860,136860
17,66,288,khatma/288.mp3,136860,
17,76,290,khatma/290.mp3,0,14780
17,77,290,khatma/290.mp3,14780,29720
17,78,290,khatma/290.mp3,29720,42920
17,79,290,khatma/290.mp3,42920,57820
17,80,290,khatma/290.mp3,57820,71620
17,81,290,khatma/290.mp3,71620,82180
17,82,290,khatma/290.mp3,82180,100500
17,83,290,khatma/290.mp3,100500,114480
17,84,290,khatma/290.mp3,114480,127240
17,85,290,khatma/290.mp3,127240,140960
17,86,290,khatma/290.mp3,140960,
17,87,291,khatma/291.mp3,0,9400
17,88,291,khatma/291.mp3,9400,28820
17,89,291,khatma/291.mp3,28820,43420
17,90,291,khatma/291.mp3,43420,52980
17,91,291,khatma/291.mp3,52980,66240
17,92,291,khatma/291.mp3,66240,81140
17,93,291,khatma/291.mp3,81140,115440
17,94,291,khatma/291.mp3,115440,135440
17,95,291,khatma/291.mp3,135440,165080
17,96,291,khatma/291.mp3,165080,
17,97,292,khatma/292.mp3,0,33420
17,98,292,khatma/292.mp3,33420,57860
17,99,292,khatma/292.mp3,57860,79600
17,100,292,khatma/292.mp3,79600,97800
17,101,292,khatma/292.mp3,97800,120740
17,102,292,khatma/292.mp3,120740,150160
17,103,292,khatma/292.mp3,150160,161440
17,104,292,khatma/292.mp3,161440,
17,105,293,khatma/293.mp3,1240,15600
17,106,293,khatma/293.mp3,15600,35720
17,107,293,khatma/293.mp3,35720,60140
17,108,293,khatma/293.mp3,60140,71620
17,109,293,khatma/293.mp3,71620,90540
17,110,293,khatma/293.mp3,90540,123600
17,111,293,khatma/293.mp3,123600,155860
18,1,293,khatma/293.mp3,155860,167020
18,2,293,khatma/293.mp3,167020,190560
18,3,293,khatma/293.mp3,190560,194440
18,4,293,khatma/293.mp3,194440,
18,5,294,khatma/294.mp3,0,16780
18,6,294,khatma/294.mp3,16780,29720
18,7,294,khatma/294.mp3,29720,40440
18,8,294,khatma/294.mp3,40440,57080
18,9,294,khatma/294.mp3,57080,67000
18,10,294,khatma/294.mp3,67000,90600
18,11,294,khatma/294.mp3,90600,98600
18,12,294,khatma/294.mp3,98600,109340
18,13,294,khatma/294.mp3,109340,123180
18,14,294,khatma/294.mp3,123180,151960
18,15,294,khatma/294.mp3,151960,
18,16,295,khatma/295.mp3,0,21380
18,17,295,khatma/295.mp3,21380,55740
18,18,295,khatma/295.mp3,55740,84780
18,19,295,khatma/295.mp3,84780,135220
18,20,295,khatma/295.mp3,135220,
18,21,296,khatma/296.mp3,0,38140
18,22,296,khatma/296.mp3,38140,81900
18,23,296,khatma/296.mp3,81900,90120
18,24,296,khatma/296.mp3,90120,107920
18,25,296,khatma/296.mp3,107920,116640
18,26,296,khatma/296.mp3,116640,141520
18,27,296,khatma/296.mp3,141520,
18,28,297,khatma/297.mp3,800,34140
18,29,297,khatma/297.mp3,34140,72400
18,30,297,khatma/297.mp3,72400,81380
18,31,297,khatma/297.mp3,81380,121320
18,32,297,khatma/297.mp3,121320,143160
18,33,297,khatma/297.mp3,143160,155060
18,34,297,khatma/297.mp3,155060,
18,35,298,khatma/298.mp3,0,13020
18,36,298,khatma/298.mp3,13020,27020
18,37,298,khatma/298.mp3,27020,49600
18,38,298,khatma/298.mp3,49600,57840
18,39,298,khatma/298.mp3,57840,82040
18,40,298,khatma/298.mp3,82040,117480
18,41,298,khatma/298.mp3,117480,126000
18,42,298,khatma/298.mp3,126000,154240
18,43,298,khatma/298.mp3,154240,170280
18,44,298,khatma/298.mp3,170280,181580
18,45,298,khatma/298.mp3,181580,
18,46,299,khatma/299.mp3,660,14160
18,47,299,khatma/299.mp3,14160,23960
18,48,299,khatma/299.mp3,23960,39340
18,49,299,khatma/299.mp3,39340,78000
18,50,299,khatma/299.mp3,78000,105760
18,51,299,khatma/299.mp3,105760,121360
18,52,299,khatma/299.mp3,121360,139300
18,53,299,khatma/299.mp3,139300,
18,54,300,khatma/300.mp3,820,15460
18,55,300,khatma/300.mp3,15460,37680
18,56,300,khatma/300.mp3,37680,61500
18,57,300,khatma/300.mp3,61500,101160
18,58,300,khatma/300.mp3,101160,121320
18,59,300,khatma/300.mp3,121320,134320
18,60,300,khatma/300.mp3,134320,146640
18,61,300,khatma/300.mp3,146640,
18,75,302,khatma/302.mp3,80,7560
18,76,302,khatma/302.mp3,7560,23180
18,77,302,khatma/302.mp3,23180,48260
18,78,302,khatma/302.mp3,48260,57640
18,79,302,khatma/302.mp3,57640,77040
